index,target,amountRaw,amountDecimal
229,0xaf82d1f7df5536b5969AF7319c777890A3CD849c,205015295766199601080503,205015.295766199601080503
230,0xb0d8bF106d303F87073A161B6b2a0F92F3a380Ca,13132139315038611763619986,13132139.315038611763619986
231,0xb0dB3Ab0d60Ce5e838799b9D0f08124309F3994f,130407768919532541203552,130407.768919532541203552
232,0xb11Cdce8e64F7d629d5AAE87C8406ba7Ae2809De,129680506662583813307549,129680.506662583813307549
233,0xB1fE8d7274EFCaD6571F11465709a7dF0521B2A9,1996521940020588962228967,1996521.940020588962228967
234,0xb316cC18a8B5F4aB40c2A56BDdABb1567E6c5f3d,32357798051898729060037,32357.798051898729060037
235,0xB328Ed19Fe637533c28235B7e2c42A873ac58a21,1387654943302709606090115,1387654.943302709606090115
236,0xb33C13c473Dd561820765033bd3e97438bfEEf27,896556683263953729239555,896556.683263953729239555
237,0xB3623D62FF30fadB5B2e127C07cab0D1b0808276,165677976366806680316870,165677.976366806680316870
238,0xb36941C97Fda8A2402b0EC187A23af88E337A5D1,171430846005761052064091,171430.846005761052064091
239,0xb67ca19DF4d2f7E31Ebf4dc0Ff66Fce80280914c,25233631008325756560534,25233.631008325756560534
240,0xB763C48D134E1dc8759542c77636Fe0d7813EC2b,108906813885252943790427,108906.813885252943790427
241,0xB776f85A0eA435d579f82b2CCc117de5a5317D99,650000569002628272871409,650000.569002628272871409
242,0xb84976982964E5a4Ba7357e0fd0f10b92996c487,70695810922592788265122,70695.810922592788265122
243,0xb9ec2dC39dFD4F97d073117A55FA3714b892a4b4,10632190032315523849217,10632.190032315523849217
244,0xBA35dd1744f1747d1551994e58FE26048B7e807e,34377970717284064457837,34377.970717284064457837
245,0xbA7d6C6FA5DB5b76a0e2391c8D473653f8746108,898875364058866163540718,898875.364058866163540718
246,0xBD217fD6B4258f81b6ca1796AF43de63ec51E3e3,1007622039098734199359552,1007622.039098734199359552
247,0xBdcA73476466A84f5e0984e6DE86295D6631d2d3,50000000000000000000000,50000.000000000000000000
248,0xBf88C172657879b1Bf93999A28C9d88B178557Ad,2302754313829173641053730,2302754.313829173641053730
249,0xC27A7eBfc90489CC07174399956F425678b29B79,1645263214651076024299242,1645263.214651076024299242
250,0xc2fEE3E1d0B38CCE292D3fBAceF1F7864f302369,1321010773710999377868429,1321010.773710999377868429
251,0xC3459127EdCE13E0C372c94990C5DB7f2f8f5d50,446693272099324209206183,446693.272099324209206183
252,0xC4754070e018FbCE4AE86a52b71DDb4861737538,400271538827229223265557,400271.538827229223265557
253,0xc5dD2Bbc5AC7b89240C965e548E45E5a56f70E13,31391004428286919286413,31391.004428286919286413
254,0xc6992d685598DD2080d7ed2a29A325C2Bb35D85E,368809599689202757955513,368809.599689202757955513
255,0xC6BDB91b38811C4a3Eb84fd558d80df10EFe2441,253357416199652254166735,253357.416199652254166735
256,0xc75Eb8fF2DE8B03DfeC51dc065A64EE4655d3c53,6600250015805900515433147,6600250.015805900515433147
257,0xC80A5f65FD12cE1166d9902bcAbF38e48E3c2dB3,66000516192784613191489,66000.516192784613191489
258,0xC880ae11d642ee86DeCB4a920ccB708aC5E1518e,616285709641826314537705,616285.709641826314537705
259,0xCa1a2fB7f3179D887504966b25d1606978AdcD42,1776982069857378051715241,1776982.069857378051715241
260,0xCa1A6e5fE34293775fE0dD109d74539b567eEc34,6811932702978901478607,6811.932702978901478607
261,0xcbc14f14eAd8e6Bf57598F16F0C9CEE1C93e6Ef2,9344726558960230206246,9344.726558960230206246
262,0xCc8960B8356f389Ca18352578276d4a0ed25b239,242409101122038570884856,242409.101122038570884856
